"chart_date","rank","artist","title","aus_flag","last_week","peak","weeks_in"
2023-10-02,2,"Kenya Grace","Strangers",FALSE,"4",2,4
2023-10-02,3,"Tate McRae","Greedy",FALSE,"3",3,2
2023-10-02,4,"Casso x Raye x D-Block Europe","Prada",FALSE,"5",4,6
2023-10-02,5,"Olivia Rodrigo","Vampire",FALSE,"2",1,13
2023-10-02,6,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"7",6,5
2023-10-02,7,"Olivia Rodrigo","bad idea right?",FALSE,"9",3,7
2023-10-02,8,"Olivia Rodrigo","Get Him Back!",FALSE,"10",4,3
2023-10-02,9,"Billie Eilish","What Was I Made For?",FALSE,"12",1,11
2023-10-02,10,"Gunna","F*kumean",FALSE,"13",4,13
2023-10-02,11,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"14",3,14
2023-10-02,12,"Troye Sivan","Rush",TRUE,"15",8,11
2023-10-02,13,"Troye Sivan","Got Me Started",TRUE,"197",13,1
2023-10-02,14,"Drake Feat. SZA","Slime You Out",FALSE,"8",8,2
2023-10-02,15,"Doja Cat","Agora Hills",FALSE,"–",15,1
2023-10-02,16,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"16",9,6
2023-10-02,17,"Jung Kook Feat. Latto","Seven",FALSE,"18",2,11
2023-10-02,18,"Tyla","Water",FALSE,"23",18,1
2023-10-02,19,"Miley Cyrus","Used To Be Young",FALSE,"17",8,5
2023-10-02,20,"Peggy Gou","(It Goes Like) Nanana",FALSE,"19",14,9
2023-09-25,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,7
2023-09-25,2,"Olivia Rodrigo","Vampire",FALSE,"2",1,12
2023-09-25,3,"Tate McRae","Greedy",FALSE,"–",3,1
2023-09-25,4,"Kenya Grace","Strangers",FALSE,"13",4,3
2023-09-25,5,"Casso x Raye x D-Block Europe","Prada",FALSE,"10",5,5
2023-09-25,6,"Dave, Central Cee","Sprinter",FALSE,"5",1,16
2023-09-25,7,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"7",7,4
2023-09-25,8,"Drake Feat. SZA","Slime You Out",FALSE,"–",8,1
2023-09-25,9,"Olivia Rodrigo","bad idea right?",FALSE,"3",3,6
2023-09-25,10,"Olivia Rodrigo","Get Him Back!",FALSE,"4",4,2
2023-09-25,11,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"8",5,16
2023-09-25,12,"Billie Eilish","What Was I Made For?",FALSE,"9",1,10
2023-09-25,13,"Gunna","F*kumean",FALSE,"11",4,12
2023-09-25,14,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"12",3,13
2023-09-25,15,"Troye Sivan","Rush",TRUE,"16",8,10
2023-09-25,16,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"15",9,5
2023-09-25,17,"Miley Cyrus","Used To Be Young",FALSE,"14",8,4
2023-09-25,18,"Jung Kook Feat. Latto","Seven",FALSE,"17",2,10
2023-09-25,19,"Peggy Gou","(It Goes Like) Nanana",FALSE,"18",14,8
2023-09-25,20,"Charli XCX","Speed Drive",FALSE,"20",12,7
2023-09-18,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,6
2023-09-18,2,"Olivia Rodrigo","Vampire",FALSE,"4",1,11
2023-09-18,3,"Olivia Rodrigo","bad idea right?",FALSE,"14",3,5
2023-09-18,4,"Olivia Rodrigo","Get Him Back!",FALSE,"–",4,1
2023-09-18,5,"Dave, Central Cee","Sprinter",FALSE,"3",1,15
2023-09-18,6,"Dua Lipa","Dance The Night",FALSE,"2",2,16
2023-09-18,7,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"7",7,3
2023-09-18,8,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"5",5,15
2023-09-18,9,"Billie Eilish","What Was I Made For?",FALSE,"6",1,9
2023-09-18,10,"Casso x Raye x D-Block Europe","Prada",FALSE,"11",10,4
2023-09-18,11,"Gunna","F*kumean",FALSE,"8",4,11
2023-09-18,12,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"9",3,12
2023-09-18,13,"Kenya Grace","Strangers",FALSE,"18",13,2
2023-09-18,14,"Miley Cyrus","Used To Be Young",FALSE,"12",8,3
2023-09-18,15,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"10",9,4
2023-09-18,16,"Troye Sivan","Rush",TRUE,"13",8,9
2023-09-18,17,"Jung Kook Feat. Latto","Seven",FALSE,"15",2,9
2023-09-18,18,"Peggy Gou","(It Goes Like) Nanana",FALSE,"16",14,7
2023-09-18,19,"V","Slow Dancing",FALSE,"–",19,1
2023-09-18,20,"Charli XCX","Speed Drive",FALSE,"21",12,6
2023-09-11,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,5
2023-09-11,2,"Dua Lipa","Dance The Night",FALSE,"3",2,15
2023-09-11,3,"Dave, Central Cee","Sprinter",FALSE,"2",1,14
2023-09-11,4,"Olivia Rodrigo","Vampire",FALSE,"4",1,10
2023-09-11,5,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"6",5,14
2023-09-11,6,"Billie Eilish","What Was I Made For?",FALSE,"5",1,8
2023-09-11,7,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"11",7,2
2023-09-11,8,"Gunna","F*kumean",FALSE,"7",4,10
2023-09-11,9,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"9",3,11
2023-09-11,10,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"10",9,3
2023-09-11,11,"Casso x Raye x D-Block Europe","Prada",FALSE,"15",11,3
2023-09-11,12,"Miley Cyrus","Used To Be Young",FALSE,"8",8,2
2023-09-11,13,"Troye Sivan","Rush",TRUE,"16",8,8
2023-09-11,14,"Olivia Rodrigo","bad idea right?",FALSE,"13",7,4
2023-09-11,15,"Jung Kook Feat. Latto","Seven",FALSE,"12",2,8
2023-09-11,16,"Peggy Gou","(It Goes Like) Nanana",FALSE,"17",14,6
2023-09-11,17,"Selena Gomez","Single Soon",FALSE,"14",14,2
2023-09-11,18,"Kenya Grace","Strangers",FALSE,"–",18,1
2023-09-11,19,"Kylie Minogue","Tension",TRUE,"–",19,1
2023-09-11,20,"Travis Scott Feat. SZA & Future","Telekinesis",FALSE,"18",11,5
2023-09-04,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,4
2023-09-04,2,"Dave, Central Cee","Sprinter",FALSE,"2",1,13
2023-09-04,3,"Dua Lipa","Dance The Night",FALSE,"3",3,14
2023-09-04,4,"Olivia Rodrigo","Vampire",FALSE,"5",1,9
2023-09-04,5,"Billie Eilish","What Was I Made For?",FALSE,"4",1,7
2023-09-04,6,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"8",5,13
2023-09-04,7,"Gunna","F*kumean",FALSE,"7",4,9
2023-09-04,8,"Miley Cyrus","Used To Be Young",FALSE,"–",8,1
2023-09-04,9,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"6",3,10
2023-09-04,10,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"9",9,2
2023-09-04,11,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"–",11,1
2023-09-04,12,"Jung Kook Feat. Latto","Seven",FALSE,"11",2,7
2023-09-04,13,"Olivia Rodrigo","bad idea right?",FALSE,"10",7,3
2023-09-04,14,"Selena Gomez","Single Soon",FALSE,"–",14,1
2023-09-04,15,"Casso x Raye x D-Block Europe","Prada",FALSE,"20",15,2
2023-09-04,16,"Troye Sivan","Rush",TRUE,"12",8,7
2023-09-04,17,"Peggy Gou","(It Goes Like) Nanana",FALSE,"15",14,5
2023-09-04,18,"Travis Scott Feat. SZA & Future","Telekinesis",FALSE,"13",11,4
2023-09-04,19,"Charli XCX","Speed Drive",FALSE,"14",12,5
2023-09-04,20,"Zach Bryan Feat. The War and Treaty","Hey Driver",FALSE,"–",20,1
2023-08-28,1,"Doja Cat","Paint The Town Red",FALSE,"5",1,3
2023-08-28,2,"Dave, Central Cee","Sprinter",FALSE,"2",1,12
2023-08-28,3,"Dua Lipa","Dance The Night",FALSE,"3",3,13
2023-08-28,4,"Billie Eilish","What Was I Made For?",FALSE,"1",1,6
2023-08-28,5,"Olivia Rodrigo","Vampire",FALSE,"4",1,8
2023-08-28,6,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"6",3,9
2023-08-28,7,"Gunna","F*kumean",FALSE,"8",4,8
2023-08-28,8,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"9",5,12
2023-08-28,9,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"22",9,1
2023-08-28,10,"Olivia Rodrigo","bad idea right?",FALSE,"7",7,2
2023-08-28,11,"Jung Kook Feat. Latto","Seven",FALSE,"10",2,6
2023-08-28,12,"Troye Sivan","Rush",TRUE,"15",8,6
2023-08-28,13,"Travis Scott Feat. SZA & Future","Telekinesis",FALSE,"11",11,3
2023-08-28,14,"Charli XCX","Speed Drive",FALSE,"12",12,4
2023-08-28,15,"Peggy Gou","(It Goes Like) Nanana",FALSE,"14",14,4
2023-08-28,16,"Travis Scott Feat. Drake","Meltdown",FALSE,"13",6,4
2023-08-28,17,"Ed Sheeran Feat. Luke Combs","Life Goes On",FALSE,"19",10,6
2023-08-28,18,"Lil Durk Feat. J. Cole","All My Life",FALSE,"17",4,15
2023-08-28,19,"NewJeans","Super Shy",FALSE,"18",10,7
2023-08-28,20,"Casso x Raye x D-Block Europe","Prada",FALSE,"33",20,1
2023-08-21,1,"Billie Eilish","What Was I Made For?",FALSE,"1",1,5
2023-08-21,2,"Dave, Central Cee","Sprinter",FALSE,"2",1,11
2023-08-21,3,"Dua Lipa","Dance The Night",FALSE,"3",3,12
2023-08-21,4,"Olivia Rodrigo","Vampire",FALSE,"5",1,7
2023-08-21,5,"Doja Cat","Paint The Town Red",FALSE,"7",5,2
2023-08-21,6,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"4",3,8
2023-08-21,7,"Olivia Rodrigo","bad idea right?",FALSE,"–",7,1
2023-08-21,8,"Gunna","F*kumean",FALSE,"6",4,7
2023-08-21,9,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"8",5,11
2023-08-21,10,"Jung Kook Feat. Latto","Seven",FALSE,"10",2,5
2023-08-21,11,"Travis Scott Feat. SZA & Future","Telekinesis",FALSE,"11",11,2
2023-08-21,12,"Charli XCX","Speed Drive",FALSE,"12",12,3
2023-08-21,13,"Travis Scott Feat. Drake","Meltdown",FALSE,"9",6,3
2023-08-21,14,"Peggy Gou","(It Goes Like) Nanana",FALSE,"17",14,3
2023-08-21,15,"Troye Sivan","Rush",TRUE,"15",8,5
2023-08-21,16,"Fred again.. & Obongjayar","adore u",FALSE,"–",16,1
2023-08-21,17,"Lil Durk Feat. J. Cole","All My Life",FALSE,"16",4,14
2023-08-21,18,"NewJeans","Super Shy",FALSE,"14",10,6
2023-08-21,19,"Ed Sheeran Feat. Luke Combs","Life Goes On",FALSE,"20",10,5
2023-08-21,20,"Hooligan Hefs","And We",TRUE,"18",18,3
2023-08-14,1,"Billie Eilish","What Was I Made For?",FALSE,"1",1,4
2023-08-14,2,"Dave, Central Cee","Sprinter",FALSE,"2",1,10
2023-08-14,3,"Dua Lipa","Dance The Night",FALSE,"4",3,11
2023-08-14,4,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"3",3,7
2023-08-14,5,"Olivia Rodrigo","Vampire",FALSE,"5",1,6
2023-08-14,6,"Gunna","F*kumean",FALSE,"7",4,6
2023-08-14,7,"Doja Cat","Paint The Town Red",FALSE,"–",7,1
2023-08-14,8,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"9",5,10
2023-08-14,9,"Travis Scott Feat. Drake","Meltdown",FALSE,"6",6,2
2023-08-14,10,"Jung Kook Feat. Latto","Seven",FALSE,"11",2,4
2023-08-14,11,"Travis Scott Feat. SZA & Future","Telekinesis",FALSE,"–",11,1
2023-08-14,12,"Charli XCX","Speed Drive",FALSE,"14",12,2
2023-08-14,13,"Travis Scott Feat. Playboi Carti","Fe!n",FALSE,"8",8,2
2023-08-14,14,"NewJeans","Super Shy",FALSE,"15",10,5
2023-08-14,15,"Troye Sivan","Rush",TRUE,"16",8,4
2023-08-14,16,"Lil Durk Feat. J. Cole","All My Life",FALSE,"17",4,13
2023-08-14,17,"Peggy Gou","(It Goes Like) Nanana",FALSE,"19",17,2
2023-08-14,18,"Hooligan Hefs","And We",TRUE,"18",18,2
2023-08-14,19,"Post Malone","Enough Is Enough",FALSE,"–",19,1
2023-08-14,20,"Ed Sheeran Feat. Luke Combs","Life Goes On",FALSE,"24",10,4
2023-08-07,1,"Billie Eilish","What Was I Made For?",FALSE,"2",1,3
2023-08-07,2,"Dave, Central Cee","Sprinter",FALSE,"1",1,9
2023-08-07,3,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"3",3,6
2023-08-07,4,"Dua Lipa","Dance The Night",FALSE,"5",4,10
2023-08-07,5,"Olivia Rodrigo","Vampire",FALSE,"4",1,5
2023-08-07,6,"Travis Scott Feat. Drake","Meltdown",FALSE,"–",6,1
2023-08-07,7,"Gunna","F*kumean",FALSE,"7",4,5
2023-08-07,8,"Travis Scott Feat. Playboi Carti","Fe!n",FALSE,"–",8,1
2023-08-07,9,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"8",5,9
2023-08-07,10,"Post Malone","Chemical",FALSE,"12",6,16
2023-08-07,11,"Jung Kook Feat. Latto","Seven",FALSE,"6",2,3
2023-08-07,12,"David Kushner","Daylight",FALSE,"9",3,16
2023-08-07,13,"Travis Scott","Hyaena",FALSE,"–",13,1
2023-08-07,14,"Charli XCX","Speed Drive",FALSE,"26",14,1
2023-08-07,15,"NewJeans","Super Shy",FALSE,"10",10,4
2023-08-07,16,"Troye Sivan","Rush",TRUE,"11",8,3
2023-08-07,17,"Lil Durk Feat. J. Cole","All My Life",FALSE,"14",4,12
2023-08-07,18,"Hooligan Hefs","And We",TRUE,"–",18,1
2023-08-07,19,"Peggy Gou","(It Goes Like) Nanana",FALSE,"23",19,1
2023-08-07,20,"Ryan Gosling","I'm Just Ken",FALSE,"25",20,1
2023-07-31,1,"Dave, Central Cee","Sprinter",FALSE,"1",1,8
2023-07-31,2,"Billie Eilish","What Was I Made For?",FALSE,"5",2,2
2023-07-31,3,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"11",3,5
2023-07-31,4,"Olivia Rodrigo","Vampire",FALSE,"3",1,4
2023-07-31,5,"Dua Lipa","Dance The Night",FALSE,"13",5,9
2023-07-31,6,"Jung Kook Feat. Latto","Seven",FALSE,"2",2,2
2023-07-31,7,"Gunna","F*kumean",FALSE,"4",4,4
2023-07-31,8,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"7",5,8
2023-07-31,9,"David Kushner","Daylight",FALSE,"6",3,15
2023-07-31,10,"NewJeans","Super Shy",FALSE,"12",10,3
2023-07-31,11,"Troye Sivan","Rush",TRUE,"8",8,2
2023-07-31,12,"Post Malone","Chemical",FALSE,"9",6,15
2023-07-31,13,"Travis Scott, Bad Bunny & The Weeknd","K-Pop",FALSE,"–",13,1
2023-07-31,14,"Lil Durk Feat. J. Cole","All My Life",FALSE,"14",4,11
2023-07-31,15,"NewJeans","ETA",FALSE,"–",15,1
2023-07-31,16,"NewJeans","Cool With You",FALSE,"–",16,1
2023-07-31,17,"Taylor Swift","I Can See You (Taylor's Version) (From The Vault)",FALSE,"10",3,3
2023-07-31,18,"Kylie Minogue","Padam Padam",TRUE,"15",6,10
2023-07-31,19,"Noah Kahan","Dial Drunk",FALSE,"24",19,2
2023-07-31,20,"Lewis Capaldi","Wish You The Best",FALSE,"18",10,15
2023-07-24,1,"Dave, Central Cee","Sprinter",FALSE,"1",1,7
2023-07-24,2,"Jung Kook Feat. Latto","Seven",FALSE,"–",2,1
2023-07-24,3,"Olivia Rodrigo","Vampire",FALSE,"2",1,3
2023-07-24,4,"Gunna","F*kumean",FALSE,"9",4,3
2023-07-24,5,"Billie Eilish","What Was I Made For? (From The Motion Picture Barbie)",FALSE,"–",5,1
2023-07-24,6,"David Kushner","Daylight",FALSE,"6",3,14
2023-07-24,7,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"8",5,7
2023-07-24,8,"Troye Sivan","Rush",TRUE,"–",8,1
2023-07-24,9,"Post Malone","Chemical",FALSE,"10",6,14
2023-07-24,10,"Taylor Swift","I Can See You (Taylor's Version) (From The Vault)",FALSE,"3",3,2
2023-07-24,11,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"14",8,4
2023-07-24,12,"NewJeans","Super Shy",FALSE,"11",11,2
2023-07-24,13,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"13",6,8
2023-07-24,14,"Lil Durk Feat. J. Cole","All My Life",FALSE,"12",4,10
2023-07-24,15,"Kylie Minogue","Padam Padam",TRUE,"15",6,9
2023-07-24,16,"Taylor Swift","Enchanted (Taylor's Version)",FALSE,"5",5,2
2023-07-24,17,"Kali","Area Codes",FALSE,"19",6,10
2023-07-24,18,"Lewis Capaldi","Wish You The Best",FALSE,"18",10,14
2023-07-24,19,"Post Malone","Overdrive",FALSE,"–",19,1
2023-07-24,20,"Lana Del Rey","Say Yes To Heaven",FALSE,"21",7,8
2023-07-17,1,"Dave, Central Cee","Sprinter",FALSE,"2",1,6
2023-07-17,2,"Olivia Rodrigo","Vampire",FALSE,"1",1,2
2023-07-17,3,"Taylor Swift","I Can See You (Taylor's Version) (From The Vault)",FALSE,"–",3,1
2023-07-17,4,"Luke Combs","Fast Car",FALSE,"3",2,15
2023-07-17,5,"Taylor Swift","Enchanted (Taylor's Version)",FALSE,"–",5,1
2023-07-17,6,"David Kushner","Daylight",FALSE,"4",3,13
2023-07-17,7,"Taylor Swift","Mine (Taylor's Version)",FALSE,"–",7,1
2023-07-17,8,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"5",5,6
2023-07-17,9,"Gunna","F*kumean",FALSE,"11",9,2
2023-07-17,10,"Post Malone","Chemical",FALSE,"6",6,13
2023-07-17,11,"NewJeans","Super Shy",FALSE,"–",11,1
2023-07-17,12,"Lil Durk Feat. J. Cole","All My Life",FALSE,"7",4,9
2023-07-17,13,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"10",6,7
2023-07-17,14,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"8",8,3
2023-07-17,15,"Kylie Minogue","Padam Padam",TRUE,"9",6,8
2023-07-17,16,"Ed Sheeran","Eyes Closed",FALSE,"12",3,16
2023-07-17,17,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming",FALSE,"14",8,6
2023-07-17,18,"Lewis Capaldi","Wish You The Best",FALSE,"15",10,13
2023-07-17,19,"Kali","Area Codes",FALSE,"13",6,9
2023-07-17,20,"David Guetta, Anne-Marie & Coi Leray","Baby Don't Hurt Me",FALSE,"17",17,7
2023-07-10,1,"Olivia Rodrigo","Vampire",FALSE,"–",1,1
2023-07-10,2,"Dave, Central Cee","Sprinter",FALSE,"1",1,5
2023-07-10,3,"Luke Combs","Fast Car",FALSE,"2",2,14
2023-07-10,4,"David Kushner","Daylight",FALSE,"3",3,12
2023-07-10,5,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"5",5,5
2023-07-10,6,"Post Malone","Chemical",FALSE,"13",6,12
2023-07-10,7,"Lil Durk Feat. J. Cole","All My Life",FALSE,"4",4,8
2023-07-10,8,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"12",8,2
2023-07-10,9,"Kylie Minogue","Padam Padam",TRUE,"7",6,7
2023-07-10,10,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"11",6,6
2023-07-10,11,"Gunna","F*kumean",FALSE,"–",11,1
2023-07-10,12,"Ed Sheeran","Eyes Closed",FALSE,"10",3,15
2023-07-10,13,"Kali","Area Codes",FALSE,"8",6,8
2023-07-10,14,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming",FALSE,"9",8,5
2023-07-10,15,"Lewis Capaldi","Wish You The Best",FALSE,"14",10,12
2023-07-10,16,"Lana Del Rey","Say Yes To Heaven",FALSE,"15",7,7
2023-07-10,17,"David Guetta, Anne-Marie & Coi Leray","Baby Don't Hurt Me",FALSE,"18",17,6
2023-07-10,18,"Lil Uzi Vert","Flooded The Face",FALSE,"–",18,1
2023-07-10,19,"Doja Cat","Attention",FALSE,"17",10,3
2023-07-10,20,"J Hus Feat. Drake","Who Told You",FALSE,"20",20,2
2023-07-03,1,"Dave, Central Cee","Sprinter",FALSE,"1",1,4
2023-07-03,2,"Luke Combs","Fast Car",FALSE,"2",2,13
2023-07-03,3,"David Kushner","Daylight",FALSE,"3",3,11
2023-07-03,4,"Lil Durk Feat. J. Cole","All My Life",FALSE,"4",4,7
2023-07-03,5,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"11",5,4
2023-07-03,6,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"5",5,16
2023-07-03,7,"Kylie Minogue","Padam Padam",TRUE,"6",6,6
2023-07-03,8,"Kali","Area Codes",FALSE,"7",6,7
2023-07-03,9,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming",FALSE,"8",8,4
2023-07-03,10,"Ed Sheeran","Eyes Closed",FALSE,"12",3,14
2023-07-03,11,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"9",6,5
2023-07-03,12,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"–",12,1
2023-07-03,13,"Post Malone","Chemical",FALSE,"14",7,11
2023-07-03,14,"Lewis Capaldi","Wish You The Best",FALSE,"17",10,11
2023-07-03,15,"Lana Del Rey","Say Yes To Heaven",FALSE,"16",7,6
2023-07-03,16,"Metro Boomin, Swae Lee, NAV Feat. A Boogie wit da Hoodie","Calling",FALSE,"13",10,4
2023-07-03,17,"Doja Cat","Attention",FALSE,"10",10,2
2023-07-03,18,"David Guetta, Anne-Marie & Coi Leray","Baby Don't Hurt Me",FALSE,"18",17,5
2023-07-03,19,"Metro Boomin, Swae Lee, Lil Wayne, Offset","Annihilate",FALSE,"15",14,4
2023-07-03,20,"J Hus Feat. Drake","Who Told You",FALSE,"21",20,1
2023-06-26,1,"Dave, Central Cee","Sprinter",FALSE,"1",1,3
2023-06-26,2,"Luke Combs","Fast Car",FALSE,"2",2,12
2023-06-26,3,"David Kushner","Daylight",FALSE,"4",3,10
2023-06-26,4,"Lil Durk Feat. J. Cole","All My Life",FALSE,"5",4,6
2023-06-26,5,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"7",5,15
2023-06-26,6,"Kylie Minogue","Padam Padam",TRUE,"12",6,5
2023-06-26,7,"Kali","Area Codes",FALSE,"6",6,6
2023-06-26,8,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming",FALSE,"8",8,3
2023-06-26,9,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"9",6,4
2023-06-26,10,"Doja Cat","Attention",FALSE,"–",10,1
2023-06-26,11,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"11",9,3
2023-06-26,12,"Ed Sheeran","Eyes Closed",FALSE,"13",3,13
2023-06-26,13,"Metro Boomin, Swae Lee, NAV Feat. A Boogie wit da Hoodie","Calling",FALSE,"10",10,3
2023-06-26,14,"Post Malone","Chemical",FALSE,"15",7,10
2023-06-26,15,"Metro Boomin, Swae Lee, Lil Wayne, Offset","Annihilate",FALSE,"14",14,3
2023-06-26,16,"Lana Del Rey","Say Yes To Heaven",FALSE,"16",7,5
2023-06-26,17,"Lewis Capaldi","Wish You The Best",FALSE,"20",10,10
2023-06-26,18,"David Guetta, Anne-Marie & Coi Leray","Baby Don't Hurt Me",FALSE,"24",17,4
2023-06-26,19,"Morgan Wallen","Thinkin' Bout Me",FALSE,"27",12,11
2023-06-26,20,"Noah Kahan","Dial Drunk",FALSE,"23",20,1
2023-06-19,1,"Dave, Central Cee","Sprinter",FALSE,"1",1,2
2023-06-19,2,"Luke Combs","Fast Car",FALSE,"3",2,11
2023-06-19,3,"Fifty Fifty","The Beginning: Cupid",FALSE,"2",1,11
2023-06-19,4,"David Kushner","Daylight",FALSE,"4",3,9
2023-06-19,5,"Lil Durk Feat. J. Cole","All My Life",FALSE,"5",4,5
2023-06-19,6,"Kali","Area Codes",FALSE,"8",6,5
2023-06-19,7,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"7",5,14
2023-06-19,8,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming",FALSE,"13",8,2
2023-06-19,9,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"6",6,3
2023-06-19,10,"Metro Boomin, Swae Lee, NAV Feat. A Boogie wit da Hoodie","Calling",FALSE,"16",10,2
2023-06-19,11,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"9",9,2
2023-06-19,12,"Kylie Minogue","Padam Padam",TRUE,"15",12,4
2023-06-19,13,"Ed Sheeran","Eyes Closed",FALSE,"11",3,12
2023-06-19,14,"Metro Boomin, Swae Lee, Lil Wayne, Offset","Annihilate",FALSE,"14",14,2
2023-06-19,15,"Post Malone","Chemical",FALSE,"12",7,9
2023-06-19,16,"Lana Del Rey","Say Yes To Heaven",FALSE,"10",7,4
2023-06-19,17,"Dave, Central Cee","Trojan Horse",FALSE,"–",17,1
2023-06-19,18,"BTS","Take Two",FALSE,"–",18,1
2023-06-19,19,"Dave, Central Cee","UK Rap",FALSE,"–",19,1
2023-06-19,20,"Lewis Capaldi","Wish You The Best",FALSE,"18",10,9
2023-06-12,1,"Dave, Central Cee","Sprinter",FALSE,"–",1,1
2023-06-12,2,"Fifty Fifty","The Beginning: Cupid",FALSE,"1",1,10
2023-06-12,3,"Luke Combs","Fast Car",FALSE,"2",2,10
2023-06-12,4,"David Kushner","Daylight",FALSE,"3",3,8
2023-06-12,5,"Lil Durk Feat. J. Cole","All My Life",FALSE,"4",4,4
2023-06-12,6,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"6",6,2
2023-06-12,7,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"5",5,13
2023-06-12,8,"Kali","Area Codes",FALSE,"8",8,4
2023-06-12,9,"The Weeknd Feat. Playboi Carti, Madonna","Popular",FALSE,"–",9,1
2023-06-12,10,"Lana Del Rey","Say Yes To Heaven",FALSE,"9",7,3
2023-06-12,11,"Ed Sheeran","Eyes Closed",FALSE,"7",3,11
2023-06-12,12,"Post Malone","Chemical",FALSE,"11",7,8
2023-06-12,13,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming",FALSE,"–",13,1
2023-06-12,14,"Metro Boomin, Swae Lee, Lil Wayne, Offset","Annihilate",FALSE,"–",14,1
2023-06-12,15,"Kylie Minogue","Padam Padam",TRUE,"15",14,3
2023-06-12,16,"Metro Boomin, Swae Lee, NAV Feat. A Boogie wit da Hoodie","Calling",FALSE,"–",16,1
2023-06-12,17,"Beyonce, Kendrick Lamar","America Has A Problem",FALSE,"10",10,2
2023-06-12,18,"Lewis Capaldi","Wish You The Best",FALSE,"12",10,8
2023-06-12,19,"Lil Mabu","Mathematical Disrespect",FALSE,"14",7,4
2023-06-12,20,"Labrinth","Never Felt So Alone",FALSE,"16",9,9
2023-06-05,1,"Fifty Fifty","The Beginning: Cupid",FALSE,"2",1,9
2023-06-05,2,"Luke Combs","Fast Car",FALSE,"4",2,9
2023-06-05,3,"David Kushner","Daylight",FALSE,"3",3,7
2023-06-05,4,"Lil Durk Feat. J. Cole","All My Life",FALSE,"5",4,3
